# AMAT exchange matrix
# mode paw_full
# implementation full_grid_only
# response_basis TODO
# shape 27 27
# q_ext 0.000000000000 0.000000000000 0.000000000000
# vasp_storage 0
# i j real imag
    11      5 -6.9825573003744418e-03 -2.0558228646738591e-03
    11      6 -2.8169531107123339e-03 -8.2937480148207994e-04
    11      7 -1.0085398720382693e-07  7.1177957245575531e-07
    11      8  1.5633998983770468e-03  2.2797151721462938e-04
    11      9  1.5626204536943928e-03  2.2776627386097411e-04
    11     10 -4.1677992395130661e-06  2.9534911547613371e-05
    11     11  0.0000000000000000e+00  0.0000000000000000e+00
    11     12 -7.3991075062283182e-02  2.8938806880026583e-07
    11     13 -4.6695027544291636e-07  7.6864321436306690e-07
    11     14 -9.6652994262353607e-07 -9.0494250973820601e-06
    11     15 -3.9365290111823751e-05 -4.2498626514937102e-04
    11     16 -1.0320689913625283e-07  7.7966522100952390e-07
    11     17  2.9303708979084849e-05 -1.7048693312655734e-07
    11     18  9.9610687060667970e-04 -5.5560945560360076e-06
    11     19 -2.3602728435280883e-07  1.9833555649852438e-06
    11     20 -2.8828581369616218e-05 -4.0029290273125846e-06
    11     21 -8.8213147397786745e-04 -1.2217342337201491e-04
    11     22  1.7429070038743959e-06  6.4389250994848001e-06
    11     23 -7.2998308565652557e-05  1.7874360899604834e-04
    11     24  8.6878072400349798e-05 -2.2156680919288292e-04
    11     25 -2.2956470103484106e-07  1.6191241334955347e-06
    11     26  6.8362717555900434e-06  1.9755838627483277e-06
    11     27  3.9816049456331179e-04  1.1506466434984327e-04
    12      1 -7.4097871857571697e-06  6.1611839331119421e-05
    12      2 -1.7827413241100633e-04  6.4429128901282817e-04
    12      3 -4.8170166858677449e-03  1.7629226771552042e-02
    12      4 -9.7283675508929761e-06  6.8790220982708285e-05
    12      5 -2.5986826357463863e-03 -7.6512296363069620e-04
    12      6 -8.3540025653400574e-02 -2.4596443336720460e-02
    12      7 -6.5159368937310602e-06  4.6036470640709650e-05
    12      8  1.4909241973308787e-03  2.1740782795510549e-04
    12      9  4.4555345777601951e-02  6.4945267265564734e-03
    12     10 -6.7686000688638971e-06  4.7809049027643228e-05
    12     11 -7.3991075062310480e-02 -2.8938370051419918e-07
    12     12  0.0000000000000000e+00  0.0000000000000000e+00
    12     13 -2.1317797235414809e-05  3.5107550307909093e-05
    12     14  4.9805223830990297e-05  4.6634607213012205e-04
    12     15 -1.7420916428866392e-03 -1.8808306218387721e-02
    12     16 -6.1527124614382470e-06  4.1352353990618380e-05
    12     17  9.1236185685519876e-04 -5.1436995695011183e-06
    12     18  3.7351721406603137e-02 -1.9448189211247638e-04
    12     19 -8.8591375095193312e-06  8.1948955123648312e-05
    12     20 -8.3387427936957486e-04 -1.1539365093787233e-04
    12     21 -3.4017039933116007e-02 -4.6801902802413899e-03
    12     22  2.3029894498144943e-05  8.5066649074297228e-05
    12     23 -9.4510215060787770e-05  2.3141274956522202e-04
    12     24  9.0751397570766612e-04 -2.3144064967499933e-03
    12     25 -7.9984447159476529e-06  5.6465249617962689e-05
    12     26  3.9816049423930752e-04  1.1506466425577263e-04
    12     27  1.6751803798282019e-02  4.8411958516825990e-03
    13      1 -3.0290813539695825e-04  1.3759698982556177e-04
    13      2 -5.1433861397768643e-06  2.2109874902439669e-06
    13      3 -1.4984153782349574e-05  6.8255302522058834e-06
    13      4  1.7424698097272286e-04 -7.4740628394397206e-05
    13      5  1.1550096142610581e-07  4.3599169625030960e-07
    13      6  1.3790442055857980e-06  5.1946159565777011e-06
    13      7 -1.4035528014443984e-03  6.0189025226317975e-04
    13      8  1.7105324453310110e-07  4.0292462582914695e-07
    13      9  1.5197674174185496e-05  3.5850180179038435e-05
    13     10  1.5917649286166155e-04 -6.8252983467735143e-05
    13     11 -4.6695027544319022e-07 -7.6864321436227630e-07
    13     12 -2.1317797235414691e-05 -3.5107550307909147e-05
    13     13  0.0000000000000000e+00  0.0000000000000000e+00
    13     14  1.5117372032260245e-05 -1.1527521050269859e-05
    13     15 -3.7455392722153306e-05  2.7772955943273553e-05
    13     16 -6.8788410446988637e-03  2.9481064197461508e-03
    13     17  2.7449804842619520e-05  4.4700891863970760e-05
    13     18  9.0019924202975461e-06  1.4657884809945952e-05
    13     19  1.2155312459121801e-04 -5.2107420306904536e-05
    13     20 -1.0909021990501618e-06 -2.5159486848923538e-06
    13     21 -2.3685200578250956e-05 -5.4623071824014599e-05
    13     22  1.5920762402372074e-04 -1.6710326598995656e-04
    13     23  1.4406731270551284e-06 -4.4528334592537220e-07
    13     24 -5.1017671969703815e-05  1.0809985547528654e-05
    13     25 -3.2910983138427041e-05  1.4109473253428196e-05
    13     26  1.7429072539462788e-06  6.4389260232385452e-06
    13     27  2.3029906627966298e-05  8.5066693881280181e-05
    14      1 -4.9466417180971243e-06 -4.5776334752035739e-07
    14      2  4.1948267532366661e-04  1.6571227628378726e-04
    14      3  6.9264942212129998e-04  2.7184994963261127e-04
    14      4  1.6288070026662164e-06  4.1075009887025889e-07
    14      5 -2.2461449683410341e-07  5.4208743753043779e-07
    14      6  1.8906697347755475e-04 -4.5640660372250810e-04
    14      7  9.0338828109838780e-07  2.2784144901540866e-07
    14      8  3.8717744356896069e-04 -1.5087671681521231e-03
    14      9  4.0016875752360169e-04 -1.5597607235244603e-03
    14     10  1.1092878833150419e-06  2.8004817533699441e-07
    14     11 -9.6652994263548770e-07  9.0494250973851501e-06
    14     12  4.9805223830990568e-05 -4.6634607213012162e-04
    14     13  1.5117381118209228e-05  1.1527527492999603e-05
    14     14  0.0000000000000000e+00  0.0000000000000000e+00
    14     15  7.9128406432183981e-02  1.1107884172683491e-03
    14     16  5.1503011831665853e-05  1.2997053586381759e-05
    14     17 -7.0483033259900675e-04  6.9277180293009352e-03
    14     18 -3.0106769554879946e-04  2.9591739203940729e-03
    14     19  3.0355821232144190e-06  7.6609992103587745e-07
    14     20  1.1292856279630693e-05 -4.5568291417658764e-05
    14     21 -4.1837570993036137e-05  1.6878483101869044e-04
    14     22  1.4406718791226207e-06 -4.4528314775765324e-07
    14     23 -3.5877508517010397e-05 -1.9384286255531997e-05
    14     24  1.2158227112978532e-03  6.3375148269655254e-04
    14     25  6.6552668581835388e-06  1.6790978227712619e-06
    14     26 -7.2998308567370665e-05  1.7874360900029665e-04
    14     27 -9.4510218198700334e-05  2.3141275724983127e-04
    15      1 -3.0859100451274168e-05 -8.2891484910915607e-06
    15      2 -6.0326521339983097e-04 -2.2917895137424622e-04
    15      3 -1.6318935863981157e-02 -6.1341563951302809e-03
    15      4 -5.5504552075036981e-05 -1.3162602990637487e-05
    15      5 -1.5106139156273945e-04  3.7964697555646718e-04
    15      6 -7.0653446630807339e-03  1.7756506322651355e-02
    15      7 -4.7500574934298611e-05 -1.1270449449631509e-05
    15      8 -3.3406648357213562e-04  1.3821054534063238e-03
    15      9 -9.9174311029879177e-03  4.1040610892252152e-02
    15     10 -4.5145052021241111e-05 -1.0714553257540983e-05
    15     11 -3.9365290111824158e-05  4.2498626514937037e-04
    15     12 -1.7420916428866427e-03  1.8808306218387721e-02
    15     13 -3.7455391664519183e-05 -2.7772955218833456e-05
    15     14  7.9128406432169507e-02 -1.1107884220015198e-03
    15     15  0.0000000000000000e+00  0.0000000000000000e+00
    15     16 -6.9077985360225898e-05 -1.6403595078454705e-05
    15     17  2.1994705057079447e-04 -2.5114627401795400e-03
    15     18  7.1295841155749025e-03 -8.1409069348308771e-02
    15     19 -7.1704211240901632e-05 -1.7023426046220357e-05
    15     20  3.2299860393151538e-05 -1.3865069690406455e-04
    15     21  2.1828339553886696e-03 -9.3670714863462734e-03
    15     22 -5.1017620028461465e-05  1.0809976521008354e-05
    15     23  1.2158227108649386e-03  6.3375148246542080e-04
    15     24 -4.2208118364099850e-02 -2.1238058039583160e-02
    15     25 -9.6842849367849022e-05 -2.2989566912615010e-05
    15     26  8.6878075434699263e-05 -2.2156681692772845e-04
    15     27  9.0751409641059988e-04 -2.3144068045753419e-03
    16      1 -1.5698348807548098e-03  3.3142750305960153e-05
    16      2  8.7638524584543153e-09  1.0733452007699260e-09
    16      3  5.7825898956874066e-09 -6.8189271311382576e-10
    16      4  1.8514051530012267e-04 -5.5510459839328266e-08
    16      5 -3.3144224677215471e-10  1.0812318692311253e-09
    16      6  9.4329324752396735e-11  8.8354458471733254e-09
    16      7 -3.4885060668540888e-04  7.6152463439483751e-08
    16      8 -2.4883039204517142e-08  6.2742526513425466e-06
    16      9 -2.3561765696111495e-07  5.9580246764296682e-05
    16     10  2.2972196115858117e-04 -4.8078513329513680e-08
    16     11 -1.0320689913663691e-07 -7.7966522100916709e-07
    16     12 -6.1527124614382241e-06 -4.1352353990618359e-05
    16     13 -6.8788410446989747e-03 -2.9481064197460789e-03
    16     14  5.1503011831663109e-05 -1.2997053586379901e-05
    16     15 -6.9077985360226047e-05  1.6403595078454881e-05
    16     16  0.0000000000000000e+00  0.0000000000000000e+00
    16     17  1.0357015793388469e-08  2.6631058273910005e-09
    16     18  2.5532609368839023e-09  8.1853463745377332e-10
    16     19 -3.4187480955429625e-04  1.5481958580022597e-07
    16     20  6.5770952586653842e-07  5.4781308076845802e-06
    16     21  1.1356621033069224e-06 -2.6841478581071453e-05
    16     22  1.7424698157720751e-04 -7.4740628653688276e-05
    16     23  1.6288085901559475e-06  4.1075049897172970e-07
    16     24 -5.5504614439152352e-05 -1.3162617782084544e-05
    16     25 -7.7504543669797560e-03  9.7346576433101792e-07
    16     26 -7.7381787318612960e-06  5.4712542656474729e-05
    16     27 -9.7283755417814819e-06  6.8790277476060585e-05
    17      1 -1.3184809077133881e-09  9.5170822731285993e-09
    17      2 -4.2801316355047848e-04  1.5172707963193900e-03
    17      3 -4.2804526343095809e-04  1.5362659719697278e-03
    17      4 -3.3144224080712515e-10  1.0812318936836242e-09
    17      5 -1.4626358718127311e-05 -4.3860746708614537e-06
    17      6  1.9382216000248366e-04  5.8121985146091556e-05
    17      7  7.7591060830516892e-07 -5.2926239417790614e-06
    17      8  4.6275799052175685e-04  6.9847300053788887e-05
    17      9  6.8308928112705653e-04  1.0306379163228281e-04
    17     10 -3.8502589831649481e-08  2.8506331857718408e-07
    17     11  2.9303708979089860e-05  1.7048693312347337e-07
    17     12  9.1236185685519887e-04  5.1436995695009717e-06
    17     13  2.7449804842617883e-05 -4.4700891863969445e-05
    17     14 -7.0483033259919020e-04 -6.9277180293009907e-03
    17     15  2.1994705057079222e-04  2.5114627401795408e-03
    17     16  1.0356994051483858e-08 -2.6536261825066269e-09
    17     17  0.0000000000000000e+00  0.0000000000000000e+00
    17     18 -7.0404050565974305e-02  1.0368393864447796e-08
    17     19  2.2726802110369887e-07 -6.1482561221593599e-06
    17     20  4.6341495185901711e-04  6.6003534723563007e-05
    17     21  7.0716174533469152e-04  1.0127534840914865e-04
    17     22  1.1550098940092716e-07  4.3599180160361103e-07
    17     23 -2.2461456619280677e-07  5.4208760497684392e-07
    17     24 -1.5106139050411892e-04  3.7964697289530553e-04
    17     25 -7.9654665973183532e-06  5.4281490801029854e-05
